Date,Close/Last,Volume,Open,High,Low
02/02/2022,4577.25,1555416,4552,4586,4535.25
02/01/2022,4535,1531666,4493.25,4554.75,4474
01/31/2022,4504.25,1715808,4423.5,4507.75,4395.5
01/28/2022,4423.25,2179660,4348,4426,4266.25
01/27/2022,4317.75,2233011,4345.25,4422,4263.25
01/26/2022,4341.5,2363198,4308.75,4446.25,4294.25
01/25/2022,4349,2408987,4402.75,4406.75,4276.5
01/24/2022,4403.75,3706541,4389,4427.5,4212.75
01/21/2022,4390,2903504,4454.25,4487,4381.25
01/20/2022,4474.75,1985891,4526,4594.25,4437.75
01/19/2022,4524.25,1927331,4577.75,4603,4517.25
01/18/2022,4571.25,2190424,4666,4671.75,4560
01/14/2022,4654.75,1955604,4655,4667,4606
01/13/2022,4652,1771301,4719.25,4736.25,4642.5
01/12/2022,4716.25,1530197,4704,4739.5,4695
01/11/2022,4705,1688260,4663.5,4707.5,4627.25
01/10/2022,4662.25,2152892,4671.25,4681.75,4572.75
01/07/2022,4667.75,1553298,4695,4705.75,4653.75
01/06/2022,4687.5,1809080,4692,4715.75,4662
01/05/2022,4692.5,1777333,4783.5,4788.25,4689.5
01/04/2022,4784.25,1348261,4785.25,4808.25,4764.5
01/03/2022,4786,1274923,4771,4791.25,4747.5
12/31/2021,4758.5,864272,4773.75,4778.5,4750.5
12/30/2021,4772.25,713051,4784.75,4799.75,4767.25
12/29/2021,4784.5,821609,4781,4796,4770
12/28/2021,4778.5,921540,4780.5,4798,4770.5
12/27/2021,4782.25,852947,4717,4784.25,4713.25
12/23/2021,4715.75,924157,4689,4731.25,4684.25
12/22/2021,4686,1069386,4641.75,4690.5,4622.25
12/21/2021,4640.75,1458991,4567.75,4643,4565.75
12/20/2021,4558.5,2027645,4612,4621.5,4520.25
12/17/2021,4610,2388033,4664,4668,4590
12/16/2021,4659.25,2113829,4702.75,4743.25,4642
12/15/2021,4700.5,2052100,4629,4705.75,4602
12/14/2021,4637,1077806,4672,4686,4606
12/13/2021,4668.75,1560025,4711.25,4731,4664.75
12/10/2021,4711,1530043,4669.25,4712.75,4664.25
12/09/2021,4667,1541688,4697.25,4706,4662.25
12/08/2021,4699,1339094,4695.25,4712,4671.75
12/07/2021,4685,1702677,4594.25,4697.25,4587.25
12/06/2021,4590,1955846,4542.25,4611.75,4531.5
12/03/2021,4537.5,2673527,4587.25,4606.5,4492
12/02/2021,4575.75,2527299,4514.75,4593.75,4505.5
12/01/2021,4508.5,2600066,4587.5,4650.75,4497.75
11/30/2021,4566.25,2722181,4657.25,4667.5,4557
11/29/2021,4651,1950330,4589,4669.75,4588.75
11/26/2021,4595.75,1975442,4700.5,4717,4577.25
11/24/2021,4699,1360031,4686.25,4702.25,4656.25
11/23/2021,4688.5,1841703,4686,4695.5,4649
11/22/2021,4679.75,1626066,4701,4740.5,4674.25
11/19/2021,4694.5,1283724,4705.25,4723.5,4684.25
11/18/2021,4701.5,1133739,4685.25,4706.5,4668
11/17/2021,4686.25,1024064,4696.5,4701,4679.25
11/16/2021,4696,995381,4680.75,4709.75,4670.75
11/15/2021,4679,1005644,4684.75,4697.5,4667
11/12/2021,4678.25,1103241,4647,4685.5,4643.75
11/11/2021,4643,919639,4645,4661.5,4638
11/10/2021,4642,1584855,4674.75,4680.25,4625.25
11/09/2021,4678.25,1257821,4690.75,4700.5,4663.25
11/08/2021,4694,951826,4678.5,4707,4676.25
11/05/2021,4690.25,1395221,4671.75,4711.75,4667.5
11/04/2021,4673.25,1130435,4651.5,4676.25,4650.75
11/03/2021,4652.25,1043825,4621.25,4657,4613
11/02/2021,4623.5,950648,4605.75,4627,4593.25
11/01/2021,4605.75,1030640,4608,4619.5,4586.5
10/29/2021,4597,1336834,4577,4603.5,4559.25
10/28/2021,4587.5,1157272,4548.75,4589.75,4545.25
10/27/2021,4544.5,1215381,4563.75,4576.75,4543.75
10/26/2021,4565.25,1218139,4564.75,4590,4560.75
10/25/2021,4558,986892,4528.75,4566.25,4522.5
10/22/2021,4536.5,1266594,4530,4551.5,4515.25
10/21/2021,4541.75,913715,4525,4543.25,4510.25
10/20/2021,4528,966182,4516,4532.25,4504
10/19/2021,4511.25,984627,4475.75,4517.5,4471.75
10/18/2021,4477.5,1038082,4465.5,4479.75,4436.25
10/15/2021,4462.5,1134903,4433,4467.5,4426.25
10/14/2021,4429,1222049,4354.75,4437.25,4354
10/13/2021,4355,1329632,4327.5,4364.75,4318.75
10/12/2021,4340.75,1258996,4347.75,4365,4317.25
10/11/2021,4351,1207330,4381,4407.5,4344
10/08/2021,4382.25,1370411,4390.5,4407.75,4376.25
10/07/2021,4390,1379063,4355.25,4421.5,4355
10/06/2021,4354,2143633,4334,4357.5,4273.75
10/05/2021,4334,1600335,4295.75,4359.75,4269
10/04/2021,4291.25,2066728,4349,4362,4267.5
10/01/2021,4343.75,2195070,4301,4365.75,4260
09/30/2021,4297.75,2245109,4360,4389,4294.25
09/29/2021,4349.75,1773228,4347.5,4378.75,4344.25
09/28/2021,4343.5,2242003,4429.75,4442,4334.75
09/27/2021,4433,1255539,4446,4472,4425
09/24/2021,4445.75,1134105,4439,4453,4410.75
09/23/2021,4438,1411565,4386,4455,4385.75
09/22/2021,4384,1712102,4336.5,4406.5,4321.25
09/21/2021,4343.25,1910396,4342.5,4395.75,4329.25
09/20/2021,4421.75,2616772,4411.75,4418,4293.75
09/17/2021,4421.75,1877582,4459.25,4472.5,4406.5
09/16/2021,4464.25,1470804,4476,4478.5,4433.25
09/15/2021,4472,1613033,4437,4477.75,4427.5
09/14/2021,4444.5,868110,4475.5,4489.5,4435
09/13/2021,4469,1508529,4461,4492.75,4444.75
09/10/2021,4458.25,1676894,4491.25,4518.25,4456.5
09/09/2021,4492.25,1679150,4511,4529.5,4485.5
09/08/2021,4512.5,1574564,4517.5,4524.75,4492
09/07/2021,4519.25,1246114,4533,4548,4510.75
09/03/2021,4534.5,1119830,4536.75,4549.5,4519.25
09/02/2021,4535.25,999271,4522.5,4544,4516
09/01/2021,4521.25,1033147,4527.75,4540,4519.25
08/31/2021,4520.5,1330788,4529.5,4542.25,4512.5
08/30/2021,4525.25,942186,4508.75,4534.5,4500.75
08/27/2021,4505.5,1163079,4470,4510,4462.25
08/26/2021,4466.5,1289190,4493.75,4494.25,4465
08/25/2021,4493,762787,4483.5,4498,4476.25
08/24/2021,4482.5,770456,4481,4492,4476.75
08/23/2021,4475.5,959300,4435,4485.75,4433.5
08/20/2021,4437,1283695,4403.75,4440.5,4371.75
08/19/2021,4401.5,1899625,4389.75,4414.75,4347.75
08/18/2021,4394.5,1510094,4436.75,4449.75,4381.5
08/17/2021,4443.5,1755552,4472,4472.25,4411.75
08/16/2021,4474,1176359,4456.25,4476.5,4432.5
08/13/2021,4462.5,757338,4455.75,4463.25,4451
08/12/2021,4454.5,840312,4440,4456.25,4430.25
08/11/2021,4440.5,974667,4429.25,4443.25,4420.75
08/10/2021,4430,931485,4427.25,4438.25,4416.5
08/09/2021,4425.75,757556,4428,4432,4412.25
08/06/2021,4429.5,914059,4420.25,4433.25,4416
08/05/2021,4421.5,749057,4396.25,4422.75,4393.75
08/04/2021,4394.75,1023118,4409.75,4415,4391.25
08/03/2021,4415,1276842,4383.75,4417,4365.25
08/02/2021,4379.75,1163783,4396.5,4419.75,4377.25
07/30/2021,4389.5,1332420,4394.25,4405,4370.75
07/29/2021,4411.75,985640,4393.75,4422.5,4380.5
07/28/2021,4393.75,1200639,4380,4407.75,4377.5
07/27/2021,4394.5,1541854,4415.75,4416,4364.75
07/26/2021,4414.25,906474,4400.5,4416.75,4375.5
07/23/2021,4403,1111571,4371.5,4408.25,4367.25
07/22/2021,4359.5,963568,4355,4371.5,4341.5
07/21/2021,4350.5,1137187,4318.75,4355.25,4310
07/20/2021,4315.5,1814001,4262.75,4329,4252.75
07/19/2021,4251.25,2542557,4320,4320.75,4224
07/16/2021,4318.5,1587957,4347.75,4368,4314.25
07/15/2021,4352,1566968,4366.5,4370.25,4332.5
07/14/2021,4367.75,1279680,4359.5,4384.5,4350
07/13/2021,4361.25,1225245,4377,4383.75,4356.5
07/12/2021,4376.5,1025096,4362,4379.25,4341.75
07/09/2021,4360,1263836,4310.25,4364,4293.25
07/08/2021,4313,1960034,4352.25,4352.25,4279.25
07/07/2021,4349.75,1180897,4328,4353.25,4320.25
07/06/2021,4334,1332737,4341,4348,4305.25
07/02/2021,4342.75,938503,4309.75,4347,4308
07/01/2021,4310.75,963540,4294.25,4312,4286
06/30/2021,4288.5,1035097,4284.75,4294.25,4269.25
06/29/2021,4282,722551,4280.5,4291,4271.75
06/28/2021,4280.5,801522,4275,4282,4264.25
06/25/2021,4271.25,864354,4262,4276.75,4253.5
06/24/2021,4256,852510,4233.75,4263.75,4231.75
06/23/2021,4231.5,908526,4237.5,4248.25,4230.5
06/22/2021,4236.25,1029308,4219.25,4245.5,4205.75
06/21/2021,4213.75,1382817,4142.5,4219.75,4126.75
06/18/2021,4153.5,1882864,4216,4220,4140.75
06/17/2021,4212.25,1709670,4204.25,4222.75,4183
06/16/2021,4213,1587096,4238,4241.5,4190.25
06/15/2021,4246.5,944668,4255.25,4267.5,4238
06/14/2021,4254.75,1089658,4248,4257.5,4233.5
06/11/2021,4245.75,1049769,4239.5,4247.75,4230.75
06/10/2021,4238,1532810,4222.25,4249,4207
06/09/2021,4218.5,1026066,4225.5,4235,4217
06/08/2021,4225.75,1282476,4227.5,4236.75,4205.75
06/07/2021,4225.5,906976,4232.25,4232.5,4214
06/04/2021,4228.25,1014350,4190.75,4232,4223.5
06/03/2021,4191.3,1361302,4208,4201.5,4188.75
06/02/2021,4206.2,1033876,4198.5,4215,4195.5
06/01/2021,4198.6,1333201,4200.25,4203,4197.5
05/28/2021,4202.5,1035552,4211.25,4217.5,4201
05/27/2021,4199,1163991,4193,4211.5,4194.25
05/26/2021,4193.1,1035765,4188,4199,4187.25
05/25/2021,4185.5,1195504,4199.25,4212.75,4179.25
05/24/2021,4193.8,1016112,4151.5,4206.25,4142.5
05/21/2021,4151.75,1419777,4152.5,4185,4147
05/20/2021,4154.2,1444565,4107.75,4169.25,4084.5
05/19/2021,4111.5,2262941,4114,4113.75,4078.25
05/18/2021,4123.1,1251361,4159,4137.5,4111.5
05/17/2021,4157.8,1443400,4169,4162.5,4150.75
05/14/2021,4169,1462609,4112.5,4178.25,4105.25
05/13/2021,4107.1,2341209,4053.5,4126.75,4029.25
05/12/2021,4058.7,2574128,4140,4150.5,4051
05/11/2021,4146.2,2486175,4176.75,4150.5,4137.5
05/10/2021,4183.4,1629034,4226.75,4238.25,4172
05/07/2021,4225.25,1605992,4197.5,4231.75,4219.75
05/06/2021,4194.2,1724193,4158.75,4197.25,4160
05/05/2021,4159.9,1384352,4158.25,4163.25,4156.25
05/04/2021,4158.3,1951601,4184.25,4162.5,4135.5
05/03/2021,4185.8,1205298,4181.5,4202.5,4181
04/30/2021,4174.5,1849796,4200.75,4182.75,4167.25
04/29/2021,4203.4,1720930,4184.75,4205.25,4199
04/28/2021,4176.3,1252604,4180.25,4193.75,4172.75
04/27/2021,4178.9,963727,4181.5,4192.5,4166.75
04/26/2021,4179.4,989218,4170.75,4183.25,4176.25
04/23/2021,4171.5,1461431,4129,4186.75,4127.5
04/22/2021,4127.7,1924176,4157.5,4168.5,4115.25
04/21/2021,4164.8,1476724,4121.25,4167.25,4113
04/20/2021,4126.6,1664494,4156.25,4167.25,4110.5
04/19/2021,4155.5,1584699,4165,4174.75,4141.75
04/16/2021,4176.25,1243228,4162.75,4183.5,4154.25
04/15/2021,4162.4,1238347,4123.5,4166.5,4153.75
04/14/2021,4117.9,1495066,4134.75,4130.25,4113
04/13/2021,4132.8,1040626,4122.75,4139.75,4101.25
04/12/2021,4120.3,1045031,4114.25,4124.5,4104.5
04/09/2021,4119.5,1034843,4098,4121.5,4081
04/08/2021,4089,964989,4074.25,4098.5,4072.5
04/07/2021,4069.9,1071277,4067,4075.5,4058.25
04/06/2021,4064,1233658,4069.75,4076,4058.25
04/05/2021,4067.7,1206081,4030,4073.75,4021
04/01/2021,4010,1174633,3967.5,4015.25,3964.5
03/31/2021,3967.4,1565025,3949.5,3983.75,3941.5
03/30/2021,3947.7,1567430,3965.25,3968.5,3933.75
03/29/2021,3958.9,1963304,3962.25,3971.25,3928.75
03/26/2021,3964.75,1929470,3907.5,3968,3900.75
03/25/2021,3900.5,2250189,3882.75,3909.5,3870
03/24/2021,3880.8,2025004,3905.75,3931.5,3877.5
03/23/2021,3899.8,1844653,3933.25,3906,3890.5
03/22/2021,3930,1282989,3893.5,3944.5,3885
03/19/2021,3899.75,1986486,3910.75,3923.5,3875
03/18/2021,3906,2096466,3962,3978.5,3900.5
03/17/2021,3963.6,1922176,3957.25,3973.5,3925
03/16/2021,3962.4,865750,3967,3980.5,3952.75
03/15/2021,3967.6,1252265,3945.75,3969.75,3922.25
03/12/2021,3942.25,1416883,3937.5,3947.5,3910.25
03/11/2021,3936.7,1570749,3907.75,3958.5,3893
03/10/2021,3896.5,1817563,3878.5,3916.25,3856.25
03/09/2021,3873.3,1668143,3831.25,3901.25,3826.25
03/08/2021,3819.3,2156644,3854.75,3878.75,3796.25
03/05/2021,3839,2862110,3765.5,3850,3728.5
03/04/2021,3765.6,3146558,3818,3842.25,3720.5
03/03/2021,3816.7,2159367,3867.5,3898,3813
03/02/2021,3867.6,1613403,3903.25,3906.5,3865.5
03/01/2021,3898.8,1643144,3817.25,3912,3812.5
02/26/2021,3809.25,2891634,3823.25,3822.75,3790
02/25/2021,3828,2821972,3923.5,3842.25,3810.25
02/24/2021,3922.6,1894964,3876.25,3927.75,3884.5
02/23/2021,3877.9,2239559,3878,3896,3804.75
02/22/2021,3873.6,1476357,3905.5,3914.5,3861.25
02/19/2021,3903,1378608,3910.5,3931,3890.25
02/18/2021,3909.5,1504744,3928.25,3918.5,3906
02/17/2021,3928,1357524,3929,3930,3925.25
02/16/2021,3927.7,1422732,3930,3932.75,3923.5
02/12/2021,3931,993504,3905.25,3936.25,3921.75
02/11/2021,3911.9,1266421,3907,3920.5,3884.5
02/10/2021,3902.9,1530116,3912.25,3928.5,3878.25
02/09/2021,3905.5,862498,3910.5,3913.25,3895
02/08/2021,3908.1,938907,3889,3911.25,3885.5
02/05/2021,3880.25,1087184,3864.25,3888.25,3860
02/04/2021,3864.6,1108722,3832.75,3869.75,3811.25
02/03/2021,3823.6,1242954,3829.5,3843.5,3807.75
02/02/2021,3818.3,1383401,3764.75,3835.75,3760
02/01/2021,3765.7,1635392,3692.25,3777,3656.5
01/29/2021,3705.25,2617148,3770.25,3729,3695.5
01/28/2021,3779.3,2089046,3735.25,3823.5,3765.25
01/27/2021,3744.2,2504852,3845.25,3756.75,3706.5
01/26/2021,3842.6,1156033,3845,3862.25,3821.5
01/25/2021,3848.4,1725082,3835.5,3853.25,3788.5
01/22/2021,3834.25,1138551,3846.75,3849,3813.25
01/21/2021,3846,1029074,3841.5,3853.75,3842.25
01/20/2021,3845,1199672,3796.75,3852.5,3835
01/19/2021,3790.6,1262393,3750,3797,3740.5
01/15/2021,3762.25,1703437,3793,3797.75,3741.5
01/14/2021,3791.2,1132331,3808.5,3811.25,3786.25
01/13/2021,3803.8,1014664,3792,3813.5,3776.5
01/12/2021,3794.5,1197809,3794.25,3806.75,3768
01/11/2021,3792,1257782,3815.5,3820.75,3776.5
01/08/2021,3817.5,1546758,3797.75,3824.5,3775
01/07/2021,3795.6,1252993,3752.5,3804,3742
01/06/2021,3740.6,2072388,3717.5,3774.75,3685.5
01/05/2021,3718.2,1356426,3695,3730,3673.25
01/04/2021,3692.2,1972017,3748.75,3773.25,3652.5
12/31/2020,3748.75,917212,3725,3753,3715
12/30/2020,3724.2,738427,3724.5,3738.25,3716.5
12/29/2020,3719.9,972308,3731,3747.75,3714.5
12/28/2020,3727.5,731435,3682,3732.25,3676
12/24/2020,3695,355183,3685.25,3696,3678.5
12/23/2020,3681.5,993665,3674.25,3701.75,3651
12/22/2020,3677.3,1092854,3685,3695,3663.75
12/21/2020,3685.8,1792909,3718.25,3724,3596
12/18/2020,3706.25,1622016,3713,3723,3677.25
12/17/2020,3712.8,1207535,3697,3717.5,3692
12/16/2020,3693.7,1479619,3689.75,3704.5,3680
12/15/2020,3694.5,991712,3653,3695.75,3642.75
12/14/2020,3646.5,1453104,3677.75,3666.75,3642.75
12/11/2020,3661.25,1499354,3670,3665.5,3654.5
12/10/2020,3668.5,1572715,3669.5,3681.25,3644
12/09/2020,3672.5,1742045,3707.75,3714.75,3659.5
12/08/2020,3702,1087932,3682.75,3708,3664.25
12/07/2020,3690.8,1037878,3694.75,3705,3672.25
12/04/2020,3698,957691,3668.25,3700,3665.5
12/03/2020,3664.6,1087686,3671,3682,3655.25
12/02/2020,3667.3,1066094,3661.25,3672.75,3655
12/01/2020,3660.5,1326978,3631,3677.5,3626
11/30/2020,3623.2,1633572,3643.75,3652,3592.25
11/27/2020,3636.5,618389,3630.25,3642.75,3612.75
11/25/2020,3627.25,990421,3635.5,3655,3615.25
11/24/2020,3632.7,1247431,3576,3640,3628.25
11/23/2020,3576,1165672,3575,3584.5,3570.25
11/20/2020,3554.2,1139508,3560,3574.75,3542.75
11/19/2020,3580,1244683,3562,3582.75,3542.25
11/18/2020,3565,1279022,3604.5,3580.25,3556.5
11/17/2020,3606.8,1245189,3625.5,3630,3584.25
11/16/2020,3623,1265201,3587,3637,3586.5
11/13/2020,3582,1289213,3537.5,3590,3518
11/12/2020,3532.5,1657951,3574.5,3574.5,3513
11/11/2020,3568,1297823,3546.25,3576.75,3531
11/10/2020,3541,2129129,3549.5,3549.25,3533.25
11/09/2020,3544,2538917,3588.75,3622.75,3541.25
11/06/2020,3500.75,1559240,3508.75,3519,3456.75
11/05/2020,3504.75,1636962,3505.75,3514.25,3494.75
11/04/2020,3435,2752160,3362.75,3450,3431.5
11/03/2020,3361.5,1639393,3304,3381.25,3346.5
11/02/2020,3300.5,1811914,3260,3306.25,3272
10/30/2020,3264.75,2422522,3268,3296.25,3225
10/29/2020,3302.25,1925703,3279,3333.75,3250.25
10/28/2020,3263.5,2562615,3369,3298,3260.75
10/27/2020,3383.1,1536749,3394.25,3410,3368.25
10/26/2020,3393.5,1923121,3445.75,3446.25,3356
10/23/2020,3451.75,1181093,3455.75,3462.5,3431.5
10/22/2020,3449.25,1481742,3430.25,3453,3402.5
10/21/2020,3432.5,1655228,3437,3458,3420.5
10/20/2020,3432.25,1682779,3436,3469.75,3418.75
10/19/2020,3422.75,1613428,3471,3496.5,3410.75
10/16/2020,3462.25,1343826,3478.5,3508.5,3461.25
10/15/2020,3475.5,1622368,3479.25,3486.5,3431.5
10/14/2020,3481,1511979,3502,3524,3472
10/13/2020,3504.75,1594547,3534,3535.75,3491.5
10/12/2020,3532.75,1351577,3467.5,3541,3464.25
10/09/2020,3473.25,1149385,3447.25,3480,3445.25
10/08/2020,3437.5,1071099,3406.25,3447.25,3405.5
10/07/2020,3406.75,1362342,3338,3416.75,3332.25
10/06/2020,3353.25,997922,3392,3421.75,3380.25
10/05/2020,3393,1055258,3360,3400,3346.5
10/02/2020,3339.25,1982973,3367,3375.5,3300.25
10/01/2020,3367.75,1483279,3344.75,3388,3343.25
09/30/2020,3352,2107068,3330,3384,3291.25
09/29/2020,3333.75,1307023,3348.75,3363,3316.5
09/28/2020,3346,1471897,3291,3351.25,3287.5
09/25/2020,3287.25,1644925,3243.5,3296.25,3206.5
09/24/2020,3238,2245312,3228,3268.25,3198
09/23/2020,3231.25,1940379,3303.75,3319.75,3221
09/22/2020,3299.25,1541369,3271.5,3309.5,3256.5
09/21/2020,3275,2452727,3314.5,3326.25,3217.75
09/18/2020,3316.25,2296585,3345,3363,3280.75
09/17/2020,3351,2635623,3381.5,3386.5,3310.25
09/16/2020,3379.5,1769344,3395.75,3419.5,3373.75
09/15/2020,3405.25,859654,3379.5,3419,3376
09/14/2020,3382.5,1338325,3350,3402.75,3345.5
09/11/2020,3333.75,1831563,3345.25,3352.5,3322.25
09/10/2020,3340.5,2286952,3396,3349.75,3334
09/09/2020,3400.25,1963348,3315.25,3424,3295.5
09/08/2020,3335.5,2666308,3420.5,3447,3327.5
09/04/2020,3417.5,2926376,3454.75,3453.25,3383.25
09/03/2020,3461.5,2819348,3578.75,3586.5,3424.5
09/02/2020,3579.25,1787337,3529,3587,3526.25
09/01/2020,3527,1247767,3493.25,3530,3484.25
08/31/2020,3499,1372605,3508.5,3524.5,3490
08/28/2020,3504.4,1193271,3488,3509.5,3480.75
08/27/2020,3485.25,1617154,3479.5,3498.25,3464.75
08/26/2020,3480.25,1247358,3444.75,3483.5,3436.75
08/25/2020,3443,1120209,3427,3448.75,3421.75
08/24/2020,3427.5,1249079,3398.75,3429.5,3393.5
08/21/2020,3392.6,1178651,3383.5,3396.25,3356.75
08/20/2020,3380.75,1180306,3370.25,3387,3344.75
08/19/2020,3372.75,1340409,3388.75,3395.75,3365.5
08/18/2020,3387,997343,3379.25,3390.75,3365.25
08/17/2020,3379.75,733830,3366,3382.75,3364.75
08/14/2020,3361.4,1048857,3369.25,3380.5,3350
08/13/2020,3367.75,1181425,3367.75,3382,3357.5
08/12/2020,3370,1368322,3339.5,3382.5,3326.25
08/11/2020,3330,1711839,3350.25,3379,3319.5
08/10/2020,3352.75,1178925,3347,3357.25,3329
08/07/2020,3344.75,1578995,3343.75,3347.75,3322.25
08/06/2020,3344.25,1336643,3317,3345.5,3300.5
08/05/2020,3316,1085453,3300.75,3323.25,3292
08/04/2020,3300,1128759,3290.75,3300.5,3271
08/03/2020,3288.5,1227721,3272,3295.5,3254.75
07/31/2020,3263.5,2225251,3269.25,3273.75,3212.5
07/30/2020,3248.75,1979486,3256.75,3269,3195
07/29/2020,3252.5,1181427,3215,3257,3204.25
07/28/2020,3213,1358698,3235,3246.75,3208
